,Unnamed: 0,English Name,Arabic Name,Column2,Column3
497,497,Borge el Baragenat,,Baabda,Mount Lebanon
498,498,Boutchay,,Baabda,Mount Lebanon
499,499,Bsaba Wadi Dlab,,Baabda,Mount Lebanon
500,500,Btebiat,بتبيات,Baabda,Mount Lebanon
501,501,Btekhnay,,Baabda,Mount Lebanon
502,502,Bzebdine,بزبدين,Baabda,Mount Lebanon
503,503,Chbaniyeh,,Baabda,Mount Lebanon
504,504,Chiah,,Baabda,Mount Lebanon
505,505,Chouit,شويت,Baabda,Mount Lebanon
506,506,Deir El-Harf,دير الحرف,Baabda,Mount Lebanon
507,507,Deir Khouna,دير خونا,Baabda,Mount Lebanon
508,508,El-Abadiyeh,العباديه,Baabda,Mount Lebanon
509,509,El-Chmeice,,Baabda,Mount Lebanon
510,510,El-Dleibé,الدليبه,Baabda,Mount Lebanon
511,511,El-Erbaniyeh,,Baabda,Mount Lebanon
512,512,El-Kalaa,,Baabda,Mount Lebanon
513,513,El-Khalouat,الخلوات,Baabda,Mount Lebanon
514,514,El-Khreibé,,Baabda,Mount Lebanon
515,515,El-Kneissé,,Baabda,Mount Lebanon
516,516,El-Krayé,القريه,Baabda,Mount Lebanon
517,517,El-Ksaibeh,القصيبه,Baabda,Mount Lebanon
518,518,El Halaliyeh,,Baabda,Mount Lebanon
519,519,Falougha,فالوغا,Baabda,Mount Lebanon
520,520,Forn El-Chobbek,,Baabda,Mount Lebanon
521,521,Ghbayreh,,Baabda,Mount Lebanon
522,522,Hadace,,Baabda,Mount Lebanon
523,523,Hammana,حمانا,Baabda,Mount Lebanon
524,524,Haret -el-Sit,حارة الست,Baabda,Mount Lebanon
525,525,Haret Hamzé,حارة حمزه,Baabda,Mount Lebanon
526,526,Haret Horaïk,,Baabda,Mount Lebanon
527,527,Hasbaya-el Meten,,Baabda,Mount Lebanon
528,528,Hazmiyeh,,Baabda,Mount Lebanon
529,529,Jouar el Haouz,,Baabda,Mount Lebanon
530,530,Jouret Arsoune,جورة ارصون,Baabda,Mount Lebanon
531,531,Kartada,قرطاضة,Baabda,Mount Lebanon
532,532,Kernayel,قرنايل,Baabda,Mount Lebanon
533,533,Kfar Selouane,,Baabda,Mount Lebanon
534,534,Kfarchima,كفرشيما,Baabda,Mount Lebanon
535,535,Kobbaï,كوبا,Baabda,Mount Lebanon
536,536,Ktalé,قتاله,Baabda,Mount Lebanon
537,537,Laylaki,,Baabda,Mount Lebanon
538,538,Louaizé,,Baabda,Mount Lebanon
539,539,Mardachat,,Baabda,Mount Lebanon
540,540,Mazraet-el-Mzeiraa,,Baabda,Mount Lebanon
541,541,Ras-el-Harf,,Baabda,Mount Lebanon
542,542,Ras el Meten,,Baabda,Mount Lebanon
543,543,Roueissat-el-Ballout,,Baabda,Mount Lebanon
544,544,Salima,صليما,Baabda,Mount Lebanon
545,545,Tahouitat-el-Ghadir,,Baabda,Mount Lebanon
546,546,Tarchiche,ترشيش,Baabda,Mount Lebanon
547,547,Wadi Chahrour el Olia,,Baabda,Mount Lebanon
548,548,Wadi Chahrour el Soufla,,Baabda,Mount Lebanon
549,549,Zandouka,,Baabda,Mount Lebanon
550,550,Chatine,شاتين,Batroun,Mount Lebanon
551,551,Aïn-el-Assad et Chmeicé,,Chouf,Mount Lebanon
552,552,Aïn Kéni,عين قني,Chouf,Mount Lebanon
553,553,Aïn Ouzaï,,Chouf,Mount Lebanon
554,554,Aïn Zhalta,عين زحلتا,Chouf,Mount Lebanon
555,555,Almane,علمان,Chouf,Mount Lebanon
556,556,Ammatour,عماطور,Chouf,Mount Lebanon
557,557,Ammik,عميق,Chouf,Mount Lebanon
558,558,Anbal,,Chouf,Mount Lebanon
559,559,Anoute,عانوت,Chouf,Mount Lebanon
560,560,Atrine,عترين,Chouf,Mount Lebanon
561,561,Baadarane,,Chouf,Mount Lebanon
562,562,Baakline,,Chouf,Mount Lebanon
563,563,Baassir,بعاصير,Chouf,Mount Lebanon
564,564,Baïkoun,بيقون,Chouf,Mount Lebanon
565,565,Barja,برجا,Chouf,Mount Lebanon
566,566,Bater,باتر,Chouf,Mount Lebanon
567,567,Batloune,بطلون,Chouf,Mount Lebanon
568,568,Bchatfine,بشتفين,Chouf,Mount Lebanon
569,569,Beit Eddine,بيت الدين,Chouf,Mount Lebanon
570,570,Benouaïti,بنويتي,Chouf,Mount Lebanon
571,571,Bkhchtaine,,Chouf,Mount Lebanon
572,572,Bkifa,,Chouf,Mount Lebanon
573,573,Botmé,بطمه,Chouf,Mount Lebanon
574,574,Brih et Mteilé,,Chouf,Mount Lebanon
575,575,Bsaba,بسابا,Chouf,Mount Lebanon
576,576,Chehime,,Chouf,Mount Lebanon
577,577,Chemaarine,,Chouf,Mount Lebanon
578,578,Chourite,شوريت,Chouf,Mount Lebanon
579,579,Dahr El-Mghara,ضهر المغارة,Chouf,Mount Lebanon
580,580,Dalhoune,دلهون,Chouf,Mount Lebanon
581,581,Damour,,Chouf,Mount Lebanon
582,582,Daraya,داريا,Chouf,Mount Lebanon
583,583,Dardourite,,Chouf,Mount Lebanon
584,584,Debbiyeh,,Chouf,Mount Lebanon
585,585,Debbiyeh (Ain el Haour),,Chouf,Mount Lebanon
586,586,Deir  El-Moukhalles Ech-Chouf,,Chouf,Mount Lebanon
587,587,Deir Baba,دير بابا,Chouf,Mount Lebanon
588,588,Deir Couché,دير كوشه,Chouf,Mount Lebanon
589,589,Deir El-Kamar,دير القمر,Chouf,Mount Lebanon
590,590,Dmite,دميت,Chouf,Mount Lebanon
591,591,Douair Bsennaï,,Chouf,Mount Lebanon
592,592,El-Barouk,الباروك,Chouf,Mount Lebanon
593,593,El-Berjaine,البرجين,Chouf,Mount Lebanon
594,594,El-Biré,البيره,Chouf,Mount Lebanon
595,595,El-Bkaya,,Chouf,Mount Lebanon
596,596,El-Fouara,,Chouf,Mount Lebanon
597,597,El-Freidice,,Chouf,Mount Lebanon
598,598,El-Jahliyeh,,Chouf,Mount Lebanon
599,599,El-Jdeidé,,Chouf,Mount Lebanon
600,600,El-Jleiliyeh,الجليليه,Chouf,Mount Lebanon
601,601,El-Kahlouniyeh,,Chouf,Mount Lebanon
602,602,El-Khreibé,,Chouf,Mount Lebanon
603,603,El-Kneissé,,Chouf,Mount Lebanon
604,604,El-Maaniyeh,المعنيه,Chouf,Mount Lebanon
605,605,El-Moghaïré,,Chouf,Mount Lebanon
606,606,El-Moghaïriyeh,,Chouf,Mount Lebanon
607,607,El-Mouchref,المشرف,Chouf,Mount Lebanon
608,608,El-Moukhtara,المختارة,Chouf,Mount Lebanon
609,609,El-Samkanieh,,Chouf,Mount Lebanon
610,610,El-Wardaniyeh,الوردانية,Chouf,Mount Lebanon
611,611,El-Werhaniyeh,,Chouf,Mount Lebanon
612,612,El Jiyeh,,Chouf,Mount Lebanon
613,613,Ghabet Jaafar,,Chouf,Mount Lebanon
614,614,Gharifé,غريفه,Chouf,Mount Lebanon
615,615,Haret Jandal,حارة جندل,Chouf,Mount Lebanon
616,616,Hasroute,حصروت,Chouf,Mount Lebanon
617,617,Jadra,,Chouf,Mount Lebanon
618,618,Jdael et Kfarhi,,Chouf,Mount Lebanon
619,619,Jebah,,Chouf,Mount Lebanon
620,620,Jmeiliyeh,,Chouf,Mount Lebanon
621,621,Joun,جون,Chouf,Mount Lebanon
622,622,Katermaya,كترمايا,Chouf,Mount Lebanon
623,623,Kfar Fakoud,كفر فاقود,Chouf,Mount Lebanon
624,624,Kfar Haml,,Chouf,Mount Lebanon
625,625,Kfar Katra,,Chouf,Mount Lebanon
626,626,Kfar Matta (Klaliyé),,Chouf,Mount Lebanon
627,627,Kfar Nabrakh,,Chouf,Mount Lebanon
628,628,Kfarhime,كفرحيم,Chouf,Mount Lebanon
629,629,Kfarnice,كفرنيس,Chouf,Mount Lebanon
630,630,Kherbet Bisri,خربة بسري,Chouf,Mount Lebanon
631,631,Kraya,,Chouf,Mount Lebanon
632,632,litige,,Chouf,Mount Lebanon
633,633,Maasser Beit Eddine,معاصر بيت الدين,Chouf,Mount Lebanon
634,634,Maasser el-Chouf,معاصر الشوف,Chouf,Mount Lebanon
635,635,Majdalouna,مجدلونا,Chouf,Mount Lebanon
636,636,Majdel Meouche,,Chouf,Mount Lebanon
637,637,Mazboud,مزبود,Chouf,Mount Lebanon
638,638,Mazmoura,,Chouf,Mount Lebanon
639,639,Mazraet El-Chouf,مزرعة الشوف,Chouf,Mount Lebanon
640,640,Mazraet El-Dahr,مزرعة الضهر,Chouf,Mount Lebanon
641,641,Mristé,مرستي,Chouf,Mount Lebanon
642,642,Mtoullé Bzina,,Chouf,Mount Lebanon
643,643,Naamat,,Chouf,Mount Lebanon
644,644,Niha,نيحا,Chouf,Mount Lebanon
645,645,Rmeileh,,Chouf,Mount Lebanon
646,646,Sebline,سبلين,Chouf,Mount Lebanon
647,647,Sirjbal,سرجبال,Chouf,Mount Lebanon
648,648,Wadi Abou Youssef,,Chouf,Mount Lebanon
649,649,Wadi Bnahley,,Chouf,Mount Lebanon
650,650,Wadi El-Deir,وادي الدير,Chouf,Mount Lebanon
651,651,Wadi El-Sit,وادي الست,Chouf,Mount Lebanon
652,652,Zaarouriyeh,,Chouf,Mount Lebanon
653,653,Abou-Mizane,,El Metn,Mount Lebanon
654,654,Aïn-Alak,,El Metn,Mount Lebanon
655,655,Aïn-El-Kach,,El Metn,Mount Lebanon
656,656,Aïn-El-Kharroubé,,El Metn,Mount Lebanon
657,657,Aïn-El-Safsaf,,El Metn,Mount Lebanon
658,658,Aïn-El-Sindiané,,El Metn,Mount Lebanon
659,659,Aïn-el-Teffaha,,El Metn,Mount Lebanon
660,660,Aïn-Saâdé,عين سعادة,El Metn,Mount Lebanon
661,661,Aïn -El-Zeitouné,عين الزيتونه,El Metn,Mount Lebanon
662,662,Aïn Aar,عين عار,El Metn,Mount Lebanon
663,663,Aïn El-Kabou,,El Metn,Mount Lebanon
664,664,Aïroune,,El Metn,Mount Lebanon
665,665,Antélias,انطلياس,El Metn,Mount Lebanon
666,666,Antoura,,El Metn,Mount Lebanon
667,667,Baabdat et Sfaïlé,,El Metn,Mount Lebanon
668,668,Baouchariat,,El Metn,Mount Lebanon
669,669,Baskinta,,El Metn,Mount Lebanon
670,670,Beit Chebab,,El Metn,Mount Lebanon
671,671,Beit El Koukou,,El Metn,Mount Lebanon
672,672,Beit Mery,بيت مري,El Metn,Mount Lebanon
673,673,Biakoute,بياقوت,El Metn,Mount Lebanon
674,674,Bikfaya,بكفيا,El Metn,Mount Lebanon
675,675,Bkennaya,بقنايا,El Metn,Mount Lebanon
676,676,Borge Hammoud,برج حمود,El Metn,Mount Lebanon
677,677,Broummana,برمانا,El Metn,Mount Lebanon
678,678,Bsalime,بصاليم,El Metn,Mount Lebanon
679,679,Bsifrine et El-Zahriyé,,El Metn,Mount Lebanon
680,680,Bteghrine,بتغرين,El Metn,Mount Lebanon
681,681,Chaouié,, Knaitré et Mar gergesse Bhurdok,El Metn
682,682,Chouaya,شويا,El Metn,Mount Lebanon
683,683,Choueir,,El Metn,Mount Lebanon
684,684,Chrine,شرين,El Metn,Mount Lebanon
685,685,Dahr El Souwan,,El Metn,Mount Lebanon
686,686,Dbayé,,El Metn,Mount Lebanon
687,687,Deir Chamra,دير شمرا,El Metn,Mount Lebanon
688,688,Deir Tamiche,,El Metn,Mount Lebanon
689,689,Dekouanet,,El Metn,Mount Lebanon
690,690,Dik El-Mehdi,ديك المحدي,El Metn,Mount Lebanon
691,691,Douar,,El Metn,Mount Lebanon
692,692,El-Atchané,العطشانه,El Metn,Mount Lebanon
693,693,El-Dechouniyeh,الديشونيه,El Metn,Mount Lebanon
694,694,El-Jouar,الجوار,El Metn,Mount Lebanon
695,695,El-Khellé,الخله,El Metn,Mount Lebanon
696,696,El-Khounchara,,El Metn,Mount Lebanon
697,697,El-Machera,,El Metn,Mount Lebanon
698,698,El-Mansouriyeh,المنصوريه,El Metn,Mount Lebanon
699,699,El-Mayassé,المياسه,El Metn,Mount Lebanon
700,700,El-Mhaidcé,,El Metn,Mount Lebanon
701,701,El-Mrouge,المروج,El Metn,Mount Lebanon
702,702,El-Mtaileb,المطيلب,El Metn,Mount Lebanon
703,703,El-Ouyoun,,El Metn,Mount Lebanon
704,704,El-Sfailé,السفيله,El Metn,Mount Lebanon
705,705,El-Zalka,الزلقا,El Metn,Mount Lebanon
706,706,El Freiké,,El Metn,Mount Lebanon
707,707,El Mtein,,El Metn,Mount Lebanon
708,708,Fanar,فنار,El Metn,Mount Lebanon
709,709,Haret El-Belleni,,El Metn,Mount Lebanon
710,710,Hebouss,,El Metn,Mount Lebanon
711,711,Hemlaya,حملايا,El Metn,Mount Lebanon
712,712,Jal-el-Dib,جل الديب,El Metn,Mount Lebanon
713,713,Jodaidat,,El Metn,Mount Lebanon
714,714,Jouret-El-Ballout,,El Metn,Mount Lebanon
715,715,Kaakour,,El Metn,Mount Lebanon
716,716,Kanabet Broummana,قنابة برمانا,El Metn,Mount Lebanon
717,717,Kannabet Salima,قنابة صليما,El Metn,Mount Lebanon
718,718,Kfar Akab,كفر عقاب,El Metn,Mount Lebanon
719,719,Kfartaï,,El Metn,Mount Lebanon
720,720,Kornet-El-Hamra,قرنة الحمرا,El Metn,Mount Lebanon
721,721,Kornet Chahouane,قرنة شهوان,El Metn,Mount Lebanon
722,722,Majdel Tarchiche,مجدل ترشيش,El Metn,Mount Lebanon
723,723,Majdoub,,El Metn,Mount Lebanon
724,724,Mar Abda El-Mchammar,,El Metn,Mount Lebanon
725,725,Mar Boutros Karm El-Tine,مار بطرس كرم التين,El Metn,Mount Lebanon
726,726,Mar Chaya et Mzakki,,El Metn,Mount Lebanon
727,727,Mar Mikhael Bnabil,مار مخايل بنابيل,El Metn,Mount Lebanon
728,728,Mar Mousa-El-Douar,,El Metn,Mount Lebanon
729,729,Mar Roukose et Dahr El-Hossain,,El Metn,Mount Lebanon
730,730,Marjaba,مرجبا,El Metn,Mount Lebanon
731,731,Maska et El-Ghabeh,,El Metn,Mount Lebanon
732,732,Mazraet Beit Chaar,,El Metn,Mount Lebanon
733,733,Mazraet Deir Aoukar,,El Metn,Mount Lebanon
734,734,Mazraet El-Hadira,,El Metn,Mount Lebanon
735,735,Mazraet Yachou,مزرعة يشوع,El Metn,Mount Lebanon
736,736,Mchikha,مشيخا,El Metn,Mount Lebanon
737,737,Mezher,,El Metn,Mount Lebanon
738,738,Mkallesse,,El Metn,Mount Lebanon
739,739,Nabiyeh,نابيه,El Metn,Mount Lebanon
740,740,Naccache,النقاش,El Metn,Mount Lebanon
741,741,Roumieh,روميه,El Metn,Mount Lebanon
742,742,Sakiet-El-Misk et Bhorsaf,,El Metn,Mount Lebanon
743,743,Senn el Fil,,El Metn,Mount Lebanon
744,744,Wadi Chahine,وادي شاهين,El Metn,Mount Lebanon
745,745,Wadi El-Karm,وادي الكرم,El Metn,Mount Lebanon
746,746,Wata Amaret Chalhoub,عمارة شلهوب,El Metn,Mount Lebanon
747,747,Wata El-Mrouge,وطى المروج,El Metn,Mount Lebanon
748,748,Zabbougha,زبوغا,El Metn,Mount Lebanon
749,749,Zacrite,زكريت,El Metn,Mount Lebanon
750,750,Zaraoune,زرعون,El Metn,Mount Lebanon
751,751,Zeghrine,,El Metn,Mount Lebanon
752,752,Zouk-Khrab,,El Metn,Mount Lebanon
753,753,Ktalé,قتاله,Jezzine,Mount Lebanon
754,754,Adonis et Sannour,,Jubail,Mount Lebanon
755,755,Afka,,Jubail,Mount Lebanon
756,756,Aïn-el-Delbé,,Jubail,Mount Lebanon
757,757,Aïn-El-Ghouaibé,,Jubail,Mount Lebanon
758,758,Aïn-Jraïne,,Jubail,Mount Lebanon
759,759,Aïn Kfah,,Jubail,Mount Lebanon
760,760,Akoura,,Jubail,Mount Lebanon
761,761,Al Kattara,,Jubail,Mount Lebanon
762,762,Alita,,Jubail,Mount Lebanon
763,763,Almate El-Chemaliat,,Jubail,Mount Lebanon
764,764,Almate El-Jenoubiat,,Jubail,Mount Lebanon
765,765,Amchite,عمشيت,Jubail,Mount Lebanon
766,766,Arab El-Haibe,,Jubail,Mount Lebanon
767,767,Bachtlida,,Jubail,Mount Lebanon
768,768,Bakhaase,,Jubail,Mount Lebanon
769,769,Bazyoune,,Jubail,Mount Lebanon
770,770,Bchillé,بشللي,Jubail,Mount Lebanon
771,771,Behdaidate,بحديدات,Jubail,Mount Lebanon
772,772,Beit Habbak,بيت حباق,Jubail,Mount Lebanon
773,773,Bejjé,بجه,Jubail,Mount Lebanon
774,774,Belhos,,Jubail,Mount Lebanon
775,775,Berket Hejoula,,Jubail,Mount Lebanon
776,776,Bintaél (Fdar-El-Soufla),,Jubail,Mount Lebanon
777,777,Blat,بلاط,Jubail,Mount Lebanon
778,778,Breige,,Jubail,Mount Lebanon
779,779,Chamate,شامات,Jubail,Mount Lebanon
780,780,Chikhane,شيخان,Jubail,Mount Lebanon
781,781,Chmout,شموت,Jubail,Mount Lebanon
782,782,Deir Mar Sarkis,,Jubail,Mount Lebanon
783,783,Eddé,اده,Jubail,Mount Lebanon
784,784,Ehmège,اهمج,Jubail,Mount Lebanon
785,785,El-Berbara,,Jubail,Mount Lebanon
786,786,El-Hsoune,الحصون,Jubail,Mount Lebanon
787,787,El-Jlaicé,,Jubail,Mount Lebanon
788,788,El-Kafr et El-Harf,,Jubail,Mount Lebanon
789,789,El-Kfoune,,Jubail,Mount Lebanon
790,790,El-Kharbé,الخاربه,Jubail,Mount Lebanon
791,791,El-Laklouk,اللقلوق,Jubail,Mount Lebanon
792,792,El-Mejdel,المجدل,Jubail,Mount Lebanon
793,793,El-Mghaïré,المغيره,Jubail,Mount Lebanon
794,794,El-Mouncef,,Jubail,Mount Lebanon
795,795,El-Ramout,الراموط,Jubail,Mount Lebanon
796,796,El-Rihané,,Jubail,Mount Lebanon
797,797,El-Souané,الصوانه,Jubail,Mount Lebanon
798,798,Farhat,فرحت,Jubail,Mount Lebanon
799,799,Fatré et Bir-el-Haït,,Jubail,Mount Lebanon
800,800,Fghal,فغال,Jubail,Mount Lebanon
801,801,Fidar,فدار,Jubail,Mount Lebanon
802,802,Frat,فرات,Jubail,Mount Lebanon
803,803,Ghabate,,Jubail,Mount Lebanon
804,804,Ghalboune,غلبون,Jubail,Mount Lebanon
805,805,Gharzouze,غرزوز,Jubail,Mount Lebanon
806,806,Ghorfine,غرفين,Jubail,Mount Lebanon
807,807,Habil,هابيل,Jubail,Mount Lebanon
808,808,Hakel,حاقل,Jubail,Mount Lebanon
809,809,Halate,حالات,Jubail,Mount Lebanon
810,810,Hbeline,حبالين,Jubail,Mount Lebanon
811,811,Hboub,,Jubail,Mount Lebanon
812,812,Hedayné,,Jubail,Mount Lebanon
813,813,Hejoula,حجولا,Jubail,Mount Lebanon
814,814,Hisraïl,حصرايل,Jubail,Mount Lebanon
815,815,Hsarate et Richkif,,Jubail,Mount Lebanon
816,816,Jage,جاج,Jubail,Mount Lebanon
817,817,Janné,,Jubail,Mount Lebanon
818,818,Jbail,جبيل,Jubail,Mount Lebanon
819,819,Jeddeyel,جدايل,Jubail,Mount Lebanon
820,820,Jouret-el-Kattine,,Jubail,Mount Lebanon
821,821,Kartaba,,Jubail,Mount Lebanon
822,822,Kartaboune,,Jubail,Mount Lebanon
823,823,Kehmez,قهمز,Jubail,Mount Lebanon
824,824,Kfar-Keddé,,Jubail,Mount Lebanon
825,825,Kfar-Mashoune et Dmalsa,,Jubail,Mount Lebanon
826,826,Kfar Kaouass,,Jubail,Mount Lebanon
827,827,Kfarbaal (Annaya),,Jubail,Mount Lebanon
828,828,Korkraya,قرقريا,Jubail,Mount Lebanon
829,829,Lassa,لاسا,Jubail,Mount Lebanon
830,830,Lehfed,لحفد,Jubail,Mount Lebanon
831,831,litige,,Jubail,Mount Lebanon
832,832,Maad,معاد,Jubail,Mount Lebanon
833,833,Maïfouk,ميفوق,Jubail,Mount Lebanon
834,834,Mastita,,Jubail,Mount Lebanon
835,835,Mazraet-el-Siyad,,Jubail,Mount Lebanon
836,836,Mechane,مشان,Jubail,Mount Lebanon
837,837,Mechmech,,Jubail,Mount Lebanon
838,838,Mehrine,,Jubail,Mount Lebanon
839,839,n.a. (2),,Jubail,Mount Lebanon
840,840,Nahr-Ibrahim,,Jubail,Mount Lebanon
841,841,Obeidate,عبيدات,Jubail,Mount Lebanon
842,842,Ras-Osta,,Jubail,Mount Lebanon
843,843,Saki-Rechmaya,,Jubail,Mount Lebanon
844,844,Sakiet-el-Kheite,,Jubail,Mount Lebanon
845,845,Sarhita,,Jubail,Mount Lebanon
846,846,Sirine,,Jubail,Mount Lebanon
847,847,Tartige,ترتج,Jubail,Mount Lebanon
848,848,Tedmor et Serghal,,Jubail,Mount Lebanon
849,849,Torzaya,طورزيا,Jubail,Mount Lebanon
850,850,Yanouh,يانوح,Jubail,Mount Lebanon
851,851,Zebdine,زبدين,Jubail,Mount Lebanon
852,852,Achkoute,عشقوت,Kasrouane,Mount Lebanon
853,853,Adma-Defneh,,Kasrouane,Mount Lebanon
854,854,Aïn El-Delbé,عين الدلب,Kasrouane,Mount Lebanon
855,855,Aïn El-Rihané,عين الريحانه,Kasrouane,Mount Lebanon
856,856,Aïntoura,,Kasrouane,Mount Lebanon
857,857,Ajeltoun,عجلتون,Kasrouane,Mount Lebanon
858,858,Aramoun,عرمون,Kasrouane,Mount Lebanon
859,859,Ballouné,بلونه,Kasrouane,Mount Lebanon
860,860,Batha,,Kasrouane,Mount Lebanon
861,861,Bekaatet-Achkoute,,Kasrouane,Mount Lebanon
862,862,Bekaatet Kénaan,بقعاتة كنعان,Kasrouane,Mount Lebanon
863,863,Bekaatouta,,Kasrouane,Mount Lebanon
864,864,Bezhel,بزحل,Kasrouane,Mount Lebanon
865,865,Boukak El-Dine,,Kasrouane,Mount Lebanon
866,866,Bzoumar,بزمار,Kasrouane,Mount Lebanon
867,867,Chahtoul,شحتول,Kasrouane,Mount Lebanon
868,868,Chenanhir,,Kasrouane,Mount Lebanon
869,869,Daraoun,درعون,Kasrouane,Mount Lebanon
870,870,Daraya,داريا,Kasrouane,Mount Lebanon
871,871,Deir Baklouche,,Kasrouane,Mount Lebanon
872,872,Djounié Ghadir,,Kasrouane,Mount Lebanon
873,873,Djounié Salel Alma,,Kasrouane,Mount Lebanon
874,874,Djounié Sarba,,Kasrouane,Mount Lebanon
875,875,Dlebta,دلبتا,Kasrouane,Mount Lebanon
876,876,Eghbeh,,Kasrouane,Mount Lebanon
877,877,El-Abri et Chouan,,Kasrouane,Mount Lebanon
878,878,El-Azra,العذرا,Kasrouane,Mount Lebanon
879,879,El-Bouar,البوار,Kasrouane,Mount Lebanon
880,880,El-Ekaïbé,,Kasrouane,Mount Lebanon
881,881,El-Ghuiné,الغينه,Kasrouane,Mount Lebanon
882,882,El-Hossein,الحصين,Kasrouane,Mount Lebanon
883,883,El-Kfour,الكفور,Kasrouane,Mount Lebanon
884,884,El-Kleiyate,,Kasrouane,Mount Lebanon
885,885,El-Mghaer,,Kasrouane,Mount Lebanon
886,886,El-Mouaïsra,المعيصرة,Kasrouane,Mount Lebanon
887,887,El-Mradiyeh,المراديه,Kasrouane,Mount Lebanon
888,888,EL-Safra,الصفرا,Kasrouane,Mount Lebanon
889,889,Faïtroun,فيطرون,Kasrouane,Mount Lebanon
890,890,Faraya,فاريا,Kasrouane,Mount Lebanon
891,891,Fatka,فتقا,Kasrouane,Mount Lebanon
892,892,Ghazir,,Kasrouane,Mount Lebanon
893,893,Ghbélé,غباله,Kasrouane,Mount Lebanon
894,894,Ghodrace,غدراس,Kasrouane,Mount Lebanon
895,895,Ghosta,غوسطا,Kasrouane,Mount Lebanon
896,896,Harissa,حريصا,Kasrouane,Mount Lebanon
897,897,Hayata,,Kasrouane,Mount Lebanon
898,898,Herhraya et Kattine,,Kasrouane,Mount Lebanon
899,899,Hrajel,حراجل,Kasrouane,Mount Lebanon
900,900,Jdeidet Ghazir,جديدة غزير,Kasrouane,Mount Lebanon
901,901,Jeita,جعيتا,Kasrouane,Mount Lebanon
902,902,Jounieh Haret Sakhr,حارة صخر,Kasrouane,Mount Lebanon
903,903,Jouret Bedrane,جورة بدران,Kasrouane,Mount Lebanon
904,904,Jouret Mhad,,Kasrouane,Mount Lebanon
905,905,Jouret Termos,,Kasrouane,Mount Lebanon
906,906,Kfar Yassine,كفرياسين,Kasrouane,Mount Lebanon
907,907,Kfertaï,,Kasrouane,Mount Lebanon
908,908,Kharayeb Nahr Ibrahim,,Kasrouane,Mount Lebanon
909,909,litige,,Kasrouane,Mount Lebanon
910,910,Maarab,معراب,Kasrouane,Mount Lebanon
911,911,Mayrouba,ميروبا,Kasrouane,Mount Lebanon
912,912,Mazraet El-Ras,,Kasrouane,Mount Lebanon
913,913,Mazraet Kfardebiane,,Kasrouane,Mount Lebanon
914,914,Mazraet Mrah el-Mir,,Kasrouane,Mount Lebanon
915,915,Mouchaa Kesrouan (Faraya),,Kasrouane,Mount Lebanon
916,916,Mouchaa Kesrouan (Kfardebian),,Kasrouane,Mount Lebanon
917,917,n.a. (3),,Kasrouane,Mount Lebanon
918,918,Nahr El-Dahab,,Kasrouane,Mount Lebanon
919,919,Nammoura et Kfar Jerif,,Kasrouane,Mount Lebanon
920,920,Raachine,رعشين,Kasrouane,Mount Lebanon
921,921,Rayfoun,ريفون,Kasrouane,Mount Lebanon
922,922,Souhailet El-Faouka,,Kasrouane,Mount Lebanon
923,923,Tabarja,طبرجا,Kasrouane,Mount Lebanon
924,924,Wata-El-Jaouz,,Kasrouane,Mount Lebanon
925,925,Wata Salam,,Kasrouane,Mount Lebanon
926,926,Yahchouche,يحشوش,Kasrouane,Mount Lebanon
927,927,Zaaitré,,Kasrouane,Mount Lebanon
928,928,Zeitoune,زيتون,Kasrouane,Mount Lebanon
929,929,Zouk Mikaèl,,Kasrouane,Mount Lebanon
930,930,Zouk Mousbeh,زوق مصبح,Kasrouane,Mount Lebanon
931,931,Aïn-Ebel,عينبال,Bint Jbayl,Nabatiyeh
932,932,Aïn-el-Katmoune,,Bint Jbayl,Nabatiyeh
933,933,Aïnata,عيناتا,Bint Jbayl,Nabatiyeh
934,934,Aïta-el-Chaab,,Bint Jbayl,Nabatiyeh
935,935,Aïta-el-Zut,,Bint Jbayl,Nabatiyeh
936,936,Aïtaroun,عيترون,Bint Jbayl,Nabatiyeh
937,937,Baraachite,برعشيت,Bint Jbayl,Nabatiyeh
938,938,Beit Lif,بيت ليف,Bint Jbayl,Nabatiyeh
939,939,Beit Yahoune,بيت ياحون,Bint Jbayl,Nabatiyeh
940,940,Bint Jbail,,Bint Jbayl,Nabatiyeh
941,941,Borge Kalaouiyé,برج قلاويه,Bint Jbayl,Nabatiyeh
942,942,Chakra,شقرا,Bint Jbayl,Nabatiyeh
943,943,Debel,دبل,Bint Jbayl,Nabatiyeh
944,944,Deir Ntar,,Bint Jbayl,Nabatiyeh
945,945,El-Kouzah,,Bint Jbayl,Nabatiyeh
946,946,El-Taïri,الطيري,Bint Jbayl,Nabatiyeh
947,947,Froune,فرون,Bint Jbayl,Nabatiyeh
948,948,Ghandouriyé,,Bint Jbayl,Nabatiyeh
949,949,Haddacé,,Bint Jbayl,Nabatiyeh
950,950,Hanine,حانين,Bint Jbayl,Nabatiyeh
951,951,Harisse,,Bint Jbayl,Nabatiyeh
952,952,Jmeijmé,جميجمه,Bint Jbayl,Nabatiyeh
953,953,Kafra,,Bint Jbayl,Nabatiyeh
954,954,Kalaouiyé,قلاويه,Bint Jbayl,Nabatiyeh
955,955,Kfardounine,كفردونين,Bint Jbayl,Nabatiyeh
956,956,Kherbet Salem,خربة سلم,Bint Jbayl,Nabatiyeh
957,957,Kounine,كونين,Bint Jbayl,Nabatiyeh
