,English Name,Arabic Name,Column2,Column3
548,Wadi Chahrour el Soufla,,Baabda,Mount Lebanon
549,Zandouka,,Baabda,Mount Lebanon
550,Chatine,,Batroun,Mount Lebanon
551,Aïn-el-Assad et Chmeicé,,Chouf,Mount Lebanon
552,Aïn Kéni,,Chouf,Mount Lebanon
553,Aïn Ouzaï,,Chouf,Mount Lebanon
554,Aïn Zhalta,,Chouf,Mount Lebanon
555,Almane,,Chouf,Mount Lebanon
556,Ammatour,,Chouf,Mount Lebanon
557,Ammik,,Chouf,Mount Lebanon
558,Anbal,,Chouf,Mount Lebanon
559,Anoute,,Chouf,Mount Lebanon
560,Atrine,,Chouf,Mount Lebanon
561,Baadarane,,Chouf,Mount Lebanon
562,Baakline,,Chouf,Mount Lebanon
563,Baassir,,Chouf,Mount Lebanon
564,Baïkoun,,Chouf,Mount Lebanon
565,Barja,,Chouf,Mount Lebanon
566,Bater,,Chouf,Mount Lebanon
567,Batloune,,Chouf,Mount Lebanon
568,Bchatfine,,Chouf,Mount Lebanon
569,Beit Eddine,,Chouf,Mount Lebanon
570,Benouaïti,,Chouf,Mount Lebanon
571,Bkhchtaine,,Chouf,Mount Lebanon
572,Bkifa,,Chouf,Mount Lebanon
573,Botmé,,Chouf,Mount Lebanon
574,Brih et Mteilé,,Chouf,Mount Lebanon
575,Bsaba,,Chouf,Mount Lebanon
576,Chehime,,Chouf,Mount Lebanon
577,Chemaarine,,Chouf,Mount Lebanon
578,Chourite,,Chouf,Mount Lebanon
579,Dahr El-Mghara,,Chouf,Mount Lebanon
580,Dalhoune,,Chouf,Mount Lebanon
581,Damour,,Chouf,Mount Lebanon
582,Daraya,,Chouf,Mount Lebanon
583,Dardourite,,Chouf,Mount Lebanon
584,Debbiyeh,,Chouf,Mount Lebanon
585,Debbiyeh (Ain el Haour),,Chouf,Mount Lebanon
586,Deir  El-Moukhalles Ech-Chouf,,Chouf,Mount Lebanon
587,Deir Baba,,Chouf,Mount Lebanon
588,Deir Couché,,Chouf,Mount Lebanon
589,Deir El-Kamar,,Chouf,Mount Lebanon
590,Dmite,,Chouf,Mount Lebanon
591,Douair Bsennaï,,Chouf,Mount Lebanon
592,El-Barouk,,Chouf,Mount Lebanon
593,El-Berjaine,,Chouf,Mount Lebanon
594,El-Biré,,Chouf,Mount Lebanon
595,El-Bkaya,,Chouf,Mount Lebanon
596,El-Fouara,,Chouf,Mount Lebanon
597,El-Freidice,,Chouf,Mount Lebanon
598,El-Jahliyeh,,Chouf,Mount Lebanon
599,El-Jdeidé,,Chouf,Mount Lebanon
600,El-Jleiliyeh,,Chouf,Mount Lebanon
601,El-Kahlouniyeh,,Chouf,Mount Lebanon
602,El-Khreibé,,Chouf,Mount Lebanon
603,El-Kneissé,,Chouf,Mount Lebanon
604,El-Maaniyeh,,Chouf,Mount Lebanon
605,El-Moghaïré,,Chouf,Mount Lebanon
606,El-Moghaïriyeh,,Chouf,Mount Lebanon
607,El-Mouchref,,Chouf,Mount Lebanon
608,El-Moukhtara,,Chouf,Mount Lebanon
609,El-Samkanieh,,Chouf,Mount Lebanon
610,El-Wardaniyeh,الوردانية,Chouf,Mount Lebanon
611,El-Werhaniyeh,,Chouf,Mount Lebanon
612,El Jiyeh,,Chouf,Mount Lebanon
613,Ghabet Jaafar,,Chouf,Mount Lebanon
614,Gharifé,,Chouf,Mount Lebanon
615,Haret Jandal,,Chouf,Mount Lebanon
616,Hasroute,,Chouf,Mount Lebanon
617,Jadra,,Chouf,Mount Lebanon
618,Jdael et Kfarhi,,Chouf,Mount Lebanon
619,Jebah,,Chouf,Mount Lebanon
620,Jmeiliyeh,,Chouf,Mount Lebanon
621,Joun,,Chouf,Mount Lebanon
622,Katermaya,,Chouf,Mount Lebanon
623,Kfar Fakoud,,Chouf,Mount Lebanon
624,Kfar Haml,,Chouf,Mount Lebanon
625,Kfar Katra,,Chouf,Mount Lebanon
626,Kfar Matta (Klaliyé),,Chouf,Mount Lebanon
627,Kfar Nabrakh,,Chouf,Mount Lebanon
628,Kfarhime,,Chouf,Mount Lebanon
629,Kfarnice,,Chouf,Mount Lebanon
630,Kherbet Bisri,,Chouf,Mount Lebanon
631,Kraya,,Chouf,Mount Lebanon
632,litige,,Chouf,Mount Lebanon
633,Maasser Beit Eddine,,Chouf,Mount Lebanon
634,Maasser el-Chouf,,Chouf,Mount Lebanon
635,Majdalouna,,Chouf,Mount Lebanon
636,Majdel Meouche,,Chouf,Mount Lebanon
637,Mazboud,,Chouf,Mount Lebanon
638,Mazmoura,,Chouf,Mount Lebanon
639,Mazraet El-Chouf,,Chouf,Mount Lebanon
640,Mazraet El-Dahr,,Chouf,Mount Lebanon
641,Mristé,,Chouf,Mount Lebanon
642,Mtoullé Bzina,,Chouf,Mount Lebanon
643,Naamat,,Chouf,Mount Lebanon
644,Niha,,Chouf,Mount Lebanon
645,Rmeileh,,Chouf,Mount Lebanon
646,Sebline,,Chouf,Mount Lebanon
647,Sirjbal,,Chouf,Mount Lebanon
648,Wadi Abou Youssef,,Chouf,Mount Lebanon
649,Wadi Bnahley,,Chouf,Mount Lebanon
650,Wadi El-Deir,,Chouf,Mount Lebanon
651,Wadi El-Sit,,Chouf,Mount Lebanon
652,Zaarouriyeh,,Chouf,Mount Lebanon
653,Abou-Mizane,,El Metn,Mount Lebanon
654,Aïn-Alak,,El Metn,Mount Lebanon
655,Aïn-El-Kach,,El Metn,Mount Lebanon
656,Aïn-El-Kharroubé,,El Metn,Mount Lebanon
657,Aïn-El-Safsaf,,El Metn,Mount Lebanon
658,Aïn-El-Sindiané,,El Metn,Mount Lebanon
659,Aïn-el-Teffaha,,El Metn,Mount Lebanon
660,Aïn-Saâdé,عين سعادة,El Metn,Mount Lebanon
661,Aïn -El-Zeitouné,,El Metn,Mount Lebanon
662,Aïn Aar,,El Metn,Mount Lebanon
663,Aïn El-Kabou,,El Metn,Mount Lebanon
664,Aïroune,,El Metn,Mount Lebanon
665,Antélias,,El Metn,Mount Lebanon
666,Antoura,,El Metn,Mount Lebanon
667,Baabdat et Sfaïlé,,El Metn,Mount Lebanon
668,Baouchariat,,El Metn,Mount Lebanon
669,Baskinta,,El Metn,Mount Lebanon
670,Beit Chebab,,El Metn,Mount Lebanon
671,Beit El Koukou,,El Metn,Mount Lebanon
672,Beit Mery,,El Metn,Mount Lebanon
673,Biakoute,,El Metn,Mount Lebanon
674,Bikfaya,,El Metn,Mount Lebanon
675,Bkennaya,,El Metn,Mount Lebanon
676,Borge Hammoud,,El Metn,Mount Lebanon
677,Broummana,,El Metn,Mount Lebanon
678,Bsalime,,El Metn,Mount Lebanon
679,Bsifrine et El-Zahriyé,,El Metn,Mount Lebanon
680,Bteghrine,,El Metn,Mount Lebanon
681,Chaouié,, Knaitré et Mar gergesse Bhurdok,El Metn
682,Chouaya,,El Metn,Mount Lebanon
683,Choueir,,El Metn,Mount Lebanon
684,Chrine,,El Metn,Mount Lebanon
685,Dahr El Souwan,,El Metn,Mount Lebanon
686,Dbayé,,El Metn,Mount Lebanon
687,Deir Chamra,,El Metn,Mount Lebanon
688,Deir Tamiche,,El Metn,Mount Lebanon
689,Dekouanet,,El Metn,Mount Lebanon
690,Dik El-Mehdi,,El Metn,Mount Lebanon
691,Douar,,El Metn,Mount Lebanon
692,El-Atchané,,El Metn,Mount Lebanon
693,El-Dechouniyeh,,El Metn,Mount Lebanon
694,El-Jouar,,El Metn,Mount Lebanon
695,El-Khellé,,El Metn,Mount Lebanon
696,El-Khounchara,,El Metn,Mount Lebanon
697,El-Machera,,El Metn,Mount Lebanon
698,El-Mansouriyeh,,El Metn,Mount Lebanon
699,El-Mayassé,,El Metn,Mount Lebanon
700,El-Mhaidcé,,El Metn,Mount Lebanon
701,El-Mrouge,,El Metn,Mount Lebanon
702,El-Mtaileb,,El Metn,Mount Lebanon
703,El-Ouyoun,,El Metn,Mount Lebanon
704,El-Sfailé,,El Metn,Mount Lebanon
705,El-Zalka,,El Metn,Mount Lebanon
706,El Freiké,,El Metn,Mount Lebanon
707,El Mtein,,El Metn,Mount Lebanon
708,Fanar,,El Metn,Mount Lebanon
709,Haret El-Belleni,,El Metn,Mount Lebanon
710,Hebouss,,El Metn,Mount Lebanon
711,Hemlaya,,El Metn,Mount Lebanon
712,Jal-el-Dib,جل الديب,El Metn,Mount Lebanon
713,Jodaidat,,El Metn,Mount Lebanon
714,Jouret-El-Ballout,,El Metn,Mount Lebanon
715,Kaakour,,El Metn,Mount Lebanon
716,Kanabet Broummana,,El Metn,Mount Lebanon
717,Kannabet Salima,,El Metn,Mount Lebanon
718,Kfar Akab,,El Metn,Mount Lebanon
719,Kfartaï,,El Metn,Mount Lebanon
720,Kornet-El-Hamra,قرنة الحمرا,El Metn,Mount Lebanon
721,Kornet Chahouane,,El Metn,Mount Lebanon
722,Majdel Tarchiche,,El Metn,Mount Lebanon
723,Majdoub,,El Metn,Mount Lebanon
724,Mar Abda El-Mchammar,,El Metn,Mount Lebanon
725,Mar Boutros Karm El-Tine,,El Metn,Mount Lebanon
726,Mar Chaya et Mzakki,,El Metn,Mount Lebanon
727,Mar Mikhael Bnabil,,El Metn,Mount Lebanon
728,Mar Mousa-El-Douar,,El Metn,Mount Lebanon
729,Mar Roukose et Dahr El-Hossain,,El Metn,Mount Lebanon
730,Marjaba,,El Metn,Mount Lebanon
731,Maska et El-Ghabeh,,El Metn,Mount Lebanon
732,Mazraet Beit Chaar,,El Metn,Mount Lebanon
733,Mazraet Deir Aoukar,,El Metn,Mount Lebanon
734,Mazraet El-Hadira,,El Metn,Mount Lebanon
735,Mazraet Yachou,مزرعة يشوع,El Metn,Mount Lebanon
736,Mchikha,,El Metn,Mount Lebanon
737,Mezher,,El Metn,Mount Lebanon
738,Mkallesse,,El Metn,Mount Lebanon
739,Nabiyeh,,El Metn,Mount Lebanon
740,Naccache,النقاش,El Metn,Mount Lebanon
741,Roumieh,,El Metn,Mount Lebanon
742,Sakiet-El-Misk et Bhorsaf,,El Metn,Mount Lebanon
743,Senn el Fil,,El Metn,Mount Lebanon
744,Wadi Chahine,,El Metn,Mount Lebanon
745,Wadi El-Karm,,El Metn,Mount Lebanon
746,Wata Amaret Chalhoub,عمارة شلهوب,El Metn,Mount Lebanon
747,Wata El-Mrouge,,El Metn,Mount Lebanon
748,Zabbougha,,El Metn,Mount Lebanon
749,Zacrite,,El Metn,Mount Lebanon
750,Zaraoune,,El Metn,Mount Lebanon
751,Zeghrine,,El Metn,Mount Lebanon
752,Zouk-Khrab,,El Metn,Mount Lebanon
753,Ktalé,,Jezzine,Mount Lebanon
754,Adonis et Sannour,,Jubail,Mount Lebanon
755,Afka,,Jubail,Mount Lebanon
756,Aïn-el-Delbé,,Jubail,Mount Lebanon
757,Aïn-El-Ghouaibé,,Jubail,Mount Lebanon
758,Aïn-Jraïne,,Jubail,Mount Lebanon
759,Aïn Kfah,,Jubail,Mount Lebanon
760,Akoura,,Jubail,Mount Lebanon
761,Al Kattara,,Jubail,Mount Lebanon
762,Alita,,Jubail,Mount Lebanon
763,Almate El-Chemaliat,,Jubail,Mount Lebanon
764,Almate El-Jenoubiat,,Jubail,Mount Lebanon
765,Amchite,,Jubail,Mount Lebanon
766,Arab El-Haibe,,Jubail,Mount Lebanon
767,Bachtlida,,Jubail,Mount Lebanon
768,Bakhaase,,Jubail,Mount Lebanon
769,Bazyoune,,Jubail,Mount Lebanon
770,Bchillé,,Jubail,Mount Lebanon
771,Behdaidate,,Jubail,Mount Lebanon
772,Beit Habbak,,Jubail,Mount Lebanon
773,Bejjé,,Jubail,Mount Lebanon
774,Belhos,,Jubail,Mount Lebanon
775,Berket Hejoula,,Jubail,Mount Lebanon
776,Bintaél (Fdar-El-Soufla),,Jubail,Mount Lebanon
777,Blat,,Jubail,Mount Lebanon
778,Breige,,Jubail,Mount Lebanon
779,Chamate,,Jubail,Mount Lebanon
780,Chikhane,,Jubail,Mount Lebanon
781,Chmout,,Jubail,Mount Lebanon
782,Deir Mar Sarkis,,Jubail,Mount Lebanon
783,Eddé,,Jubail,Mount Lebanon
784,Ehmège,,Jubail,Mount Lebanon
785,El-Berbara,,Jubail,Mount Lebanon
786,El-Hsoune,,Jubail,Mount Lebanon
787,El-Jlaicé,,Jubail,Mount Lebanon
788,El-Kafr et El-Harf,,Jubail,Mount Lebanon
789,El-Kfoune,,Jubail,Mount Lebanon
790,El-Kharbé,,Jubail,Mount Lebanon
791,El-Laklouk,,Jubail,Mount Lebanon
792,El-Mejdel,,Jubail,Mount Lebanon
793,El-Mghaïré,,Jubail,Mount Lebanon
794,El-Mouncef,,Jubail,Mount Lebanon
795,El-Ramout,,Jubail,Mount Lebanon
796,El-Rihané,,Jubail,Mount Lebanon
797,El-Souané,,Jubail,Mount Lebanon
798,Farhat,,Jubail,Mount Lebanon
799,Fatré et Bir-el-Haït,,Jubail,Mount Lebanon
800,Fghal,,Jubail,Mount Lebanon
801,Fidar,,Jubail,Mount Lebanon
802,Frat,,Jubail,Mount Lebanon
803,Ghabate,,Jubail,Mount Lebanon
804,Ghalboune,,Jubail,Mount Lebanon
805,Gharzouze,,Jubail,Mount Lebanon
806,Ghorfine,,Jubail,Mount Lebanon
807,Habil,,Jubail,Mount Lebanon
808,Hakel,,Jubail,Mount Lebanon
809,Halate,,Jubail,Mount Lebanon
810,Hbeline,,Jubail,Mount Lebanon
811,Hboub,,Jubail,Mount Lebanon
812,Hedayné,,Jubail,Mount Lebanon
813,Hejoula,,Jubail,Mount Lebanon
814,Hisraïl,,Jubail,Mount Lebanon
815,Hsarate et Richkif,,Jubail,Mount Lebanon
816,Jage,,Jubail,Mount Lebanon
817,Janné,,Jubail,Mount Lebanon
818,Jbail,,Jubail,Mount Lebanon
819,Jeddeyel,,Jubail,Mount Lebanon
820,Jouret-el-Kattine,,Jubail,Mount Lebanon
821,Kartaba,,Jubail,Mount Lebanon
822,Kartaboune,,Jubail,Mount Lebanon
823,Kehmez,,Jubail,Mount Lebanon
824,Kfar-Keddé,,Jubail,Mount Lebanon
825,Kfar-Mashoune et Dmalsa,,Jubail,Mount Lebanon
826,Kfar Kaouass,,Jubail,Mount Lebanon
827,Kfarbaal (Annaya),,Jubail,Mount Lebanon
828,Korkraya,,Jubail,Mount Lebanon
829,Lassa,,Jubail,Mount Lebanon
830,Lehfed,,Jubail,Mount Lebanon
831,litige,,Jubail,Mount Lebanon
832,Maad,,Jubail,Mount Lebanon
833,Maïfouk,,Jubail,Mount Lebanon
834,Mastita,,Jubail,Mount Lebanon
835,Mazraet-el-Siyad,,Jubail,Mount Lebanon
836,Mechane,,Jubail,Mount Lebanon
837,Mechmech,,Jubail,Mount Lebanon
838,Mehrine,,Jubail,Mount Lebanon
839,n.a. (2),,Jubail,Mount Lebanon
840,Nahr-Ibrahim,,Jubail,Mount Lebanon
841,Obeidate,,Jubail,Mount Lebanon
842,Ras-Osta,,Jubail,Mount Lebanon
843,Saki-Rechmaya,,Jubail,Mount Lebanon
844,Sakiet-el-Kheite,,Jubail,Mount Lebanon
845,Sarhita,,Jubail,Mount Lebanon
846,Sirine,,Jubail,Mount Lebanon
847,Tartige,,Jubail,Mount Lebanon
848,Tedmor et Serghal,,Jubail,Mount Lebanon
849,Torzaya,,Jubail,Mount Lebanon
850,Yanouh,,Jubail,Mount Lebanon
851,Zebdine,,Jubail,Mount Lebanon
852,Achkoute,,Kasrouane,Mount Lebanon
853,Adma-Defneh,,Kasrouane,Mount Lebanon
854,Aïn El-Delbé,,Kasrouane,Mount Lebanon
855,Aïn El-Rihané,,Kasrouane,Mount Lebanon
856,Aïntoura,,Kasrouane,Mount Lebanon
857,Ajeltoun,,Kasrouane,Mount Lebanon
858,Aramoun,,Kasrouane,Mount Lebanon
859,Ballouné,,Kasrouane,Mount Lebanon
860,Batha,,Kasrouane,Mount Lebanon
861,Bekaatet-Achkoute,,Kasrouane,Mount Lebanon
862,Bekaatet Kénaan,,Kasrouane,Mount Lebanon
863,Bekaatouta,,Kasrouane,Mount Lebanon
864,Bezhel,,Kasrouane,Mount Lebanon
865,Boukak El-Dine,,Kasrouane,Mount Lebanon
866,Bzoumar,,Kasrouane,Mount Lebanon
867,Chahtoul,,Kasrouane,Mount Lebanon
868,Chenanhir,,Kasrouane,Mount Lebanon
869,Daraoun,,Kasrouane,Mount Lebanon
870,Daraya,,Kasrouane,Mount Lebanon
871,Deir Baklouche,,Kasrouane,Mount Lebanon
872,Djounié Ghadir,,Kasrouane,Mount Lebanon
873,Djounié Salel Alma,,Kasrouane,Mount Lebanon
874,Djounié Sarba,,Kasrouane,Mount Lebanon
875,Dlebta,,Kasrouane,Mount Lebanon
876,Eghbeh,,Kasrouane,Mount Lebanon
877,El-Abri et Chouan,,Kasrouane,Mount Lebanon
878,El-Azra,,Kasrouane,Mount Lebanon
879,El-Bouar,,Kasrouane,Mount Lebanon
880,El-Ekaïbé,,Kasrouane,Mount Lebanon
881,El-Ghuiné,,Kasrouane,Mount Lebanon
882,El-Hossein,,Kasrouane,Mount Lebanon
883,El-Kfour,,Kasrouane,Mount Lebanon
884,El-Kleiyate,,Kasrouane,Mount Lebanon
885,El-Mghaer,,Kasrouane,Mount Lebanon
886,El-Mouaïsra,,Kasrouane,Mount Lebanon
887,El-Mradiyeh,,Kasrouane,Mount Lebanon
888,EL-Safra,,Kasrouane,Mount Lebanon
889,Faïtroun,,Kasrouane,Mount Lebanon
890,Faraya,,Kasrouane,Mount Lebanon
891,Fatka,,Kasrouane,Mount Lebanon
892,Ghazir,,Kasrouane,Mount Lebanon
893,Ghbélé,,Kasrouane,Mount Lebanon
894,Ghodrace,,Kasrouane,Mount Lebanon
895,Ghosta,,Kasrouane,Mount Lebanon
896,Harissa,,Kasrouane,Mount Lebanon
897,Hayata,,Kasrouane,Mount Lebanon
898,Herhraya et Kattine,,Kasrouane,Mount Lebanon
899,Hrajel,,Kasrouane,Mount Lebanon
900,Jdeidet Ghazir,,Kasrouane,Mount Lebanon
901,Jeita,,Kasrouane,Mount Lebanon
902,Jounieh Haret Sakhr,حارة صخر,Kasrouane,Mount Lebanon
903,Jouret Bedrane,,Kasrouane,Mount Lebanon
904,Jouret Mhad,,Kasrouane,Mount Lebanon
905,Jouret Termos,,Kasrouane,Mount Lebanon
906,Kfar Yassine,كفرياسين,Kasrouane,Mount Lebanon
907,Kfertaï,,Kasrouane,Mount Lebanon
908,Kharayeb Nahr Ibrahim,,Kasrouane,Mount Lebanon
909,litige,,Kasrouane,Mount Lebanon
910,Maarab,,Kasrouane,Mount Lebanon
911,Mayrouba,,Kasrouane,Mount Lebanon
912,Mazraet El-Ras,,Kasrouane,Mount Lebanon
913,Mazraet Kfardebiane,,Kasrouane,Mount Lebanon
914,Mazraet Mrah el-Mir,,Kasrouane,Mount Lebanon
915,Mouchaa Kesrouan (Faraya),,Kasrouane,Mount Lebanon
916,Mouchaa Kesrouan (Kfardebian),,Kasrouane,Mount Lebanon
917,n.a. (3),,Kasrouane,Mount Lebanon
918,Nahr El-Dahab,,Kasrouane,Mount Lebanon
919,Nammoura et Kfar Jerif,,Kasrouane,Mount Lebanon
920,Raachine,,Kasrouane,Mount Lebanon
921,Rayfoun,,Kasrouane,Mount Lebanon
922,Souhailet El-Faouka,,Kasrouane,Mount Lebanon
923,Tabarja,,Kasrouane,Mount Lebanon
924,Wata-El-Jaouz,,Kasrouane,Mount Lebanon
925,Wata Salam,,Kasrouane,Mount Lebanon
926,Yahchouche,,Kasrouane,Mount Lebanon
927,Zaaitré,,Kasrouane,Mount Lebanon
928,Zeitoune,,Kasrouane,Mount Lebanon
929,Zouk Mikaèl,,Kasrouane,Mount Lebanon
930,Zouk Mousbeh,,Kasrouane,Mount Lebanon
931,Aïn-Ebel,,Bint Jbayl,Nabatiyeh
932,Aïn-el-Katmoune,,Bint Jbayl,Nabatiyeh
933,Aïnata,,Bint Jbayl,Nabatiyeh
934,Aïta-el-Chaab,,Bint Jbayl,Nabatiyeh
935,Aïta-el-Zut,,Bint Jbayl,Nabatiyeh
936,Aïtaroun,,Bint Jbayl,Nabatiyeh
937,Baraachite,,Bint Jbayl,Nabatiyeh
938,Beit Lif,,Bint Jbayl,Nabatiyeh
939,Beit Yahoune,,Bint Jbayl,Nabatiyeh
940,Bint Jbail,,Bint Jbayl,Nabatiyeh
941,Borge Kalaouiyé,,Bint Jbayl,Nabatiyeh
942,Chakra,,Bint Jbayl,Nabatiyeh
943,Debel,,Bint Jbayl,Nabatiyeh
944,Deir Ntar,,Bint Jbayl,Nabatiyeh
945,El-Kouzah,,Bint Jbayl,Nabatiyeh
946,El-Taïri,,Bint Jbayl,Nabatiyeh
947,Froune,,Bint Jbayl,Nabatiyeh
948,Ghandouriyé,,Bint Jbayl,Nabatiyeh
949,Haddacé,,Bint Jbayl,Nabatiyeh
950,Hanine,,Bint Jbayl,Nabatiyeh
951,Harisse,,Bint Jbayl,Nabatiyeh
952,Jmeijmé,,Bint Jbayl,Nabatiyeh
953,Kafra,,Bint Jbayl,Nabatiyeh
954,Kalaouiyé,,Bint Jbayl,Nabatiyeh
955,Kfardounine,,Bint Jbayl,Nabatiyeh
956,Kherbet Salem,,Bint Jbayl,Nabatiyeh
957,Kounine,,Bint Jbayl,Nabatiyeh
958,Maroune-el-Ras,,Bint Jbayl,Nabatiyeh
959,Rachafe,,Bint Jbayl,Nabatiyeh
960,Ramié,,Bint Jbayl,Nabatiyeh
961,Rmeiche,,Bint Jbayl,Nabatiyeh
962,Safad-el-Battikh,,Bint Jbayl,Nabatiyeh
963,Salhané,,Bint Jbayl,Nabatiyeh
964,Sarbine,,Bint Jbayl,Nabatiyeh
965,Soultaniyé,,Bint Jbayl,Nabatiyeh
966,Tibnine,,Bint Jbayl,Nabatiyeh
967,Yaroune,,Bint Jbayl,Nabatiyeh
968,Yater,,Bint Jbayl,Nabatiyeh
969,Abou Kamha,,Hasbaya,Nabatiyeh
970,Aïn Jarfa,,Hasbaya,Nabatiyeh
971,Aïn Kinia,,Hasbaya,Nabatiyeh
972,Al-Dellafé,,Hasbaya,Nabatiyeh
973,Burghoz,,Hasbaya,Nabatiyeh
974,Chabaaa,,Hasbaya,Nabatiyeh
975,Chebaa Farms,,Hasbaya,Nabatiyeh
976,Chouaya,,Hasbaya,Nabatiyeh
977,El- Mery,,Hasbaya,Nabatiyeh
978,El-Fraïdice,,Hasbaya,Nabatiyeh
979,El-Habbariyé,,Hasbaya,Nabatiyeh
980,El-Kahlouat,,Hasbaya,Nabatiyeh
981,El-Kfeir,,Hasbaya,Nabatiyeh
982,El-Khreibé,,Hasbaya,Nabatiyeh
983,El-Majidiyé,,Hasbaya,Nabatiyeh
984,Hasbaya,,Hasbaya,Nabatiyeh
985,Kaoukaba,,Hasbaya,Nabatiyeh
986,Kfar Hamame,,Hasbaya,Nabatiyeh
987,Marj Ez-Zouhour (Haouch El-Qinnaabé),,Hasbaya,Nabatiyeh
988,Mimas,,Hasbaya,Nabatiyeh
989,Nkhailé,,Hasbaya,Nabatiyeh
990,Rachaya El-Fokhar,,Hasbaya,Nabatiyeh
991,Slaïyeb,,Hasbaya,Nabatiyeh
992,Adchite El-Koussair,,Marjaayoun,Nabatiyeh
993,Adeicé,,Marjaayoun,Nabatiyeh
994,Ain Aarab,,Marjaayoun,Nabatiyeh
995,Al-Taïbé,,Marjaayoun,Nabatiyeh
996,Almane,,Marjaayoun,Nabatiyeh
997,Bani Haiyane,,Marjaayoun,Nabatiyeh
998,Blat,,Marjaayoun,Nabatiyeh
999,Blida,,Marjaayoun,Nabatiyeh
1000,Deir Mimas,,Marjaayoun,Nabatiyeh
1001,Deir Mimas Doumiat,,Marjaayoun,Nabatiyeh
1002,Deir Sériane,,Marjaayoun,Nabatiyeh
1003,Dibbine,,Marjaayoun,Nabatiyeh
1004,Ebel-El-Saki,,Marjaayoun,Nabatiyeh
1005,El-Amra,,Marjaayoun,Nabatiyeh
1006,El-Kherbeh,,Marjaayoun,Nabatiyeh
1007,EL-Khiam,,Marjaayoun,Nabatiyeh
1008,El-Kleia,,Marjaayoun,Nabatiyeh
1009,Houla,,Marjaayoun,Nabatiyeh
1010,Houra,,Marjaayoun,Nabatiyeh
1011,Kabrikha,,Marjaayoun,Nabatiyeh
1012,Kantara,,Marjaayoun,Nabatiyeh
1013,Kfarkala,,Marjaayoun,Nabatiyeh
1014,Majdel Selm,,Marjaayoun,Nabatiyeh
1015,Markaba,,Marjaayoun,Nabatiyeh
1016,Mazraet-El-Jrein,,Marjaayoun,Nabatiyeh
1017,Mazraet el-Sarada,,Marjaayoun,Nabatiyeh
1018,Meis El-Jabal,,Marjaayoun,Nabatiyeh
1019,Merjayoun,,Marjaayoun,Nabatiyeh
1020,Mhaïbib,,Marjaayoun,Nabatiyeh
1021,Rabb Salacine,,Marjaayoun,Nabatiyeh
1022,Souané,,Marjaayoun,Nabatiyeh
1023,Talloussa,,Marjaayoun,Nabatiyeh
1024,Touline,,Marjaayoun,Nabatiyeh
1025,Abba,,Nabatiyeh,Nabatiyeh
1026,Adchite,,Nabatiyeh,Nabatiyeh
1027,Aïn-Boussouar,,Nabatiyeh,Nabatiyeh
1028,Aïn-Kana,,Nabatiyeh,Nabatiyeh
1029,Ali El-Taher,,Nabatiyeh,Nabatiyeh
1030,Ansar,,Nabatiyeh,Nabatiyeh
1031,Arab Salim,,Nabatiyeh,Nabatiyeh
1032,Arnoune,,Nabatiyeh,Nabatiyeh
1033,Bfarwé,,Nabatiyeh,Nabatiyeh
1034,Braikeh,,Nabatiyeh,Nabatiyeh
1035,Choukine,,Nabatiyeh,Nabatiyeh
1036,Deir El-Zehrani,,Nabatiyeh,Nabatiyeh
1037,Douair,,Nabatiyeh,Nabatiyeh
1038,El-Charkiyé,,Nabatiyeh,Nabatiyeh
1039,El-Hamra,,Nabatiyeh,Nabatiyeh
1040,El-Kfour,,Nabatiyeh,Nabatiyeh
1041,Habbouche,,Nabatiyeh,Nabatiyeh
1042,Harouf,,Nabatiyeh,Nabatiyeh
1043,Hmaïla,,Nabatiyeh,Nabatiyeh
1044,Houmine-el-Faouka,,Nabatiyeh,Nabatiyeh
1045,Houmine El-Tahta,,Nabatiyeh,Nabatiyeh
1046,Izzé,,Nabatiyeh,Nabatiyeh
1047,Jarjouh,,Nabatiyeh,Nabatiyeh
1048,Jobchite,,Nabatiyeh,Nabatiyeh
1049,Kafr Dajjal,,Nabatiyeh,Nabatiyeh
1050,Kafra-Jbah,,Nabatiyeh,Nabatiyeh
1051,Kakiat El-Jisr,,Nabatiyeh,Nabatiyeh
1052,Kefer Sir,,Nabatiyeh,Nabatiyeh
1053,Kfar Remmane,,Nabatiyeh,Nabatiyeh
1054,Kfar Tebnite,,Nabatiyeh,Nabatiyeh
1055,Kfarfila,,Nabatiyeh,Nabatiyeh
1056,Ksaibé,,Nabatiyeh,Nabatiyeh
1057,Maifadoune,,Nabatiyeh,Nabatiyeh
1058,Mazraat-el-Khreibé,,Nabatiyeh,Nabatiyeh
1059,Mazraet Bsaffour,,Nabatiyeh,Nabatiyeh
1060,Mazraet Chaal Baal,,Nabatiyeh,Nabatiyeh
1061,Mazraet Dmoul,,Nabatiyeh,Nabatiyeh
1062,Mazraet El-Bayad,,Nabatiyeh,Nabatiyeh
1063,Mazraet Kalaat Meiss,,Nabatiyeh,Nabatiyeh
1064,Mazraet Kfar Jaouz,,Nabatiyeh,Nabatiyeh
1065,Mazraet Sinai,,Nabatiyeh,Nabatiyeh
1066,Nabatiyé El-Faouka,,Nabatiyeh,Nabatiyeh
1067,Nabatiyé El-Tahta,,Nabatiyeh,Nabatiyeh
1068,Nmériyé,,Nabatiyeh,Nabatiyeh
1069,Roumine,,Nabatiyeh,Nabatiyeh
1070,Sarba,,Nabatiyeh,Nabatiyeh
